sentence,label
glass containers,1
yo where can i buy a decent mechanical keyboard,1
the dog leash is hanging by the door,0
tell me a legend about a phoenix,0
how do i stop a door from creaking,0
yoga mat,1
high speed card reader for cfexpress,1
moisturizer,1
how do microscopes zoom in on cells,0
i am fascinated by the ocean floor,0
how do microscopes work at the atomic level,0
planning to grab a cotton shirt,1
how do i make a spicy arrabbiata sauce,0
soothing oatmeal mask for eczema,1
i am sitting at my desk,0
i am practicing my chess endgames,0
the ceramic teapot is whistling on the stove,0
who discovered the laws of motion,0
what is the capital city of vietnam,0
how do plants absorb water from soil,0
i find a sunrise very motivating,0
it is a bit cold here,0
micellar water,1
who was the first emperor of china,0
the organic honey is crystallizing in the jar,0
brightening facial oil with turmeric extract,1
the surfboard is leaning against the garage,0
i am using the shop vac to clean the car,0
the keys on my laptop are starting to rattle,0
i left my umbrella on the bus,0
we have way too many books and nowhere to put them,1
how do magnets actually work at a distance,0
every house on this street has a ring camera but us,1
i wonder if humans will ever reach another star,0
i am thinking of learning how to surf,0
what is the main ingredient in falafel,0
the wooden picture frame is slightly crooked,0
tell me about the evolution of the bicycle,0
external sound card with xlr input,1
souvenir jacket with satin embroidery,1
calming toner with green tea extract,1
apple cider,1
tell me a riddle,0
i am using the foam roller on my sore muscles,0
dumbbells,1
insulated quilted shirt jacket for camping,1
waxed canvas field jacket with multiple pockets,1
my sourdough starter is finally bubbling,0
im tryna find a lightweight windbreaker,1
i am looking at my broken charging cable,0
hi looking at these tech deals and i think i need a hub,1
low profile optical switches for gaming keyboard,1
gaming keyboard,1
who wrote the odyssey,0
"it's too dark in the garage, need some shop lights",1
air fryer,1
vintage distressed denim jacket with wool lining,1
i am seasoning my cast iron skillet on the stove,0
i am thinking of learning how to sculpt,0
how does a submarine stay underwater,0
tell me a joke that is actually funny,0
the wooden coffee table has a water stain on it,0
how do squirrels remember where they hide nuts,0
extended gaming mouse pad for desk,1
how do you change a flat tire safely,0
i find the starry sky very peaceful,0
i should probably get a new jacket soon but maybe not,0
curtains,1
tell me about the architecture of gothic cathedrals,0
i am eating lunch,0
i am thinking of learning a new dance,0
hello do you guys have any technical windbreakers,1
retinol cream for beginners,1
cat tree,1
want to get some fresh whole grain bread,1
i am thinking of taking up painting,0
portable cd player with bluetooth output,1
i am interested in learning about fungi,0
what is the fastest fish in the ocean,0
who was the first person to walk on the moon,0
i find the concept of karma interesting,0
the apple cider tastes delicious when heated up,0
the bird feeder is empty and needs more seeds,0
thinking about the best order to apply my skincare products,0
i might go and grab a few fresh white tees for the trip,1
can i buy a set of led light bulbs here,1
hi also i have a gaming mouse,0
the mouse pad i have is way too small,0
was debating if i should listen to an audiobook or a podcast,0
any recommendations for a fast ssd for gaming,1
summer tee shirt,1
slub cotton tshirt with raw edges,1
the ring camera caught a cat in the yard,0
fleece zip up jacket,1
i want to give a gift to my tech friend,0
bakuchiol alternative to retinol serum,1
do you have any fresh sourdough bread today,1
usb-c to displayport 1.4 8k cable,1
i was just thinking about how much i love my current jacket,0
looking to purchase a cast iron pan for cooking,1
fabric of this cotton vest,0
"my phone won't hold a charge, i need a new battery",1
m.2 nvme ssd enclosure with usb c,1
my denim jacket is finally starting to fade,0
the sound of rain on a tin roof is relaxing,0
looking for a 4k webcam for streaming,1
the phone mount keeps falling off the dashboard,0
high speed thunderbolt 4 docking station,1
i am learning to cook,0
rain boots,1
quick dry breathable mesh tank top,1
want to upgrade to an oled monitor,1
magnetic charging cable for android phones,1
my monitor has a scratch right in the middle,0
i should probably get a new garden hose for the yard,1
cotton tee,1
looking for a face wash for extremely dry skin,1
the camping stove is out of fuel right now,0
i want to buy a new gaming mouse for my setup,1
it is fun to imagine living in a treehouse,0
i wish i could swim like a dolphin,0
hoping to find a set of 10lb dumbbells for my home gym,1
how was the Great Wall of China built,0
technical hiking jacket with pit zips,1
i think it is healthy to have a hobby,0
i find the sound of a cello very moving,0
i am using the shovel to clear the driveway,0
i need to buy a bag of premium dog food,1
planning to purchase a high quality air fryer,1
laptop power adapter 65w usb c,1
i need to find my parka i lost it,0
i broke my favorite coffee mug this morning,0
i wonder if parallel universes truly exist,0
where do i buy those pimple patches,1
tell me a short story,0
denim trucker jacket,1
soft cotton lounge shirt,1
thinking about how to properly recycle my old monitor,0
creamy cleanser with vitamin e,1
i am trying to cook more meals at home,0
i love the smell of fresh peppermint,0
carry-on,1
dual monitor stand,1
i need a sturdy tripod for my photography class,1
do you sell any indoor ceramic plant pots,1
who was the first person to sail around the world,0
rugged ripstop tactical jacket with hood,1
camera,1
planning to buy a new set of garden tools,1
might pick up the pace if i want to beat my personal record,0
i really need a new keyboard for my home office,1
my keyboard has a weird lag lately,0
wanna grab a pair of binoculars for bird watching,1
i forgot my headphones at home today,0
i enjoy the quiet of a snowfall,0
waffle maker,1
how do i learn to swim as an adult,0
anti-microbial silver ion gym tshirt,1
night cream for dry skin,1
what is the fastest speed ever recorded,0
portable 15.6 inch 4k touch monitor,1
was debating if i should rearrange the icons on my monitor,0
foaming cleanser,1
i love the feeling of a cold breeze,0
debating if i should wash my face now or later,0
hoping to find a leather bound journal for sketching,1
do you sell extra virgin olive oil in bulk sizes,1
mechanical keyboard with blue clicky switches,1
cropped corduroy jacket with borg lining,1
i find the concept of parallel universes wild,0
socks,1
i need to buy a pair of heavy duty gardening gloves,1
was thinking of getting a gift for my techy friend,1
where to get keyboard fixed,0
gaming mouse with ceramic glides,1
i am sitting on my yoga block while i stretch,0
wireless mic system for vlogging,1
the herb garden is growing very well on the windowsill,0
goodmorning,0
"thanks for help, need a retinol",1
i forgot my reusable shopping bag at home,0
the shoe rack in the entryway is completely full,0
hard drive,1
the basketball is flat and needs to be pumped up,0
my carry-on is already packed and ready by the door,0
i spilled my tea all over my laptop,0
hi i was thinking about that new tech news i read,0
i am riding my mountain bike through the trail,0
pillows,1
who was the lead singer of the beatles,0
how do canyon walls form over time,0
liposomal vitamin c for skin radiance,1
looking to grab a seat at the cafe,0
i am learning how to play chess properly,0
hoping to get a durable cat tree for my kitten,1
gaming chair,1
my current sneakers have at least another year in them,0
i think i might need to buy a replacement charger for my mac,1
need a sunscreen that doesnt leave a white cast,1
wine glasses,1
hi also do u sell gaming pads,1
mineral wash oversized graphic tshirt,1
i want to wear my parka because it is cold,0
long sleeve top,1
boxy fit hoodie,1
reflective running jacket for night safety,1
high fidelity wired open back headphones,1
im debating getting a better face serum,1
water resistant softshell jacket with fleece,1
i am interested in learning about space,0
school bags,1
what is the coldest planet in the solar system,0
anodized aluminum laptop stand for desk,1
can i buy a set of rechargeable batteries here,1
can i buy a gift card for a local garden center,1
i think i might take a nap later,0
action camera mounting kit for bikes,1
hoping to get a better serum for my skin,1
i am sitting on my yoga mat stretching,0
quilted vest for transitional weather layering,1
bookshelf,1
im thinking about going for a run in my old jacket,0
do u hv a minute to help me,0
i need a basic white tee that isnt see through,1
steaks,1
i think humans should protect the environment,0
how do magnets maintain their pull,0
i am sitting on my meditation cushion right now,0
this camera takes really blurry photos,0
i find it hard to pick a favorite song,0
thinking about getting a new floor lamp for the den,1
dual band wifi 6 router,1
thinking of upgrading to a 4k screen at some point,1
ergonomic trackball mouse for video editing,1
any suggestions for a beginner-friendly telescope,1
heavyweight waffle knit long sleeve,1
i am lifting my 10lb dumbbells right now in the garage,0
i forgot to buy the dog food this morning,0
compact 60 percent mechanical keyboard,1
lactic acid peel for skin exfoliation,1
tell me a story about a hidden treasure,0
been looking at those oversized hoodies for a while now,1
i forgot it was my parents anniversary,0
i found a hole in the pocket of my jeans,0
should i get a cast iron or a carbon steel pan,1
i should probably get a new jacket soon... maybe next week,0
hoping to find a durable dog leash,1
do u hv noise cancel buds in your ears,0
is a weighted vest actually good for hiking,1
can you recommend a serum for oily skin,1
what is the largest ocean in the world,0
the sourdough bread tastes delicious,0
thinking about how long this jacket has lasted me,0
i want to buy a wooden coffee table for the patio,1
the coffee table is covered in old magazines,0
tshirt xl,1
i am fascinated by the lunar eclipse,0
butter dish,1
was contemplating a new mechanical board for the office,1
waterproof technical shell for alpine climbing,1
might look for my charger in the other room,0
might pick up some groceries on the way home,0
tell me about the history of the steam engine,0
i am working on my macbook at the cafe,0
tell me something cool,0
it is rewarding to bake your own bread,0
niacinamide and zinc serum for pores,1
been looking at these new earbuds and i'm tempted to buy,1
im searching for a retinol that is good for beginners,1
i love the taste of fresh strawberries,0
i love the smell of cedar wood,0
standard fit crew neck jersey tee,1
i like the way the forest smells after rain,0
any ideas for a good mechanical keyboard for typing,1
how do i fix a leaky faucet myself,0
i should probably donate this old jacket,0
i am outside right now,0
wireless gaming mouse,1
markers,1
how do i start a compost bin at home,0
what is the biggest planet in our system,0
what is the atomic weight of carbon,0
i am practicing my chess middle game,0
i spilled soda all over my desk and keyboard,0
my son needs a football helmet for his first practice,1
which of these air fryers is actually worth the money,1
i guess i should probably invest in a better face wash,1
how do i improve my public speaking,0
i need to buy a pair of waterproof hiking boots,1
"my laptop screen is cracked, might be time for a macbook",1
i am cleaning my room,0
charcoal grill,1
want to upgrade my phone software tonight,0
i am hoping to find a retinol that works,1
i need to charge my earbuds before i leave,0
want to upgrade my car software,0
what are the seven wonders of the ancient world,0
velvet bomber jacket,1
the kettle is whistling on the stove,0
salicylic acid cleanser for congested pores,1
might pick up some acne patches if they actually work,1
the soccer net has a huge hole in the middle,0
can i buy a coffee near here,0
e-ink e-reader with adjustable warm light,1
hoping to find a good face wash,1
the city lights look beautiful from here,0
waxed canvas field coat with wool liner,1
hi i was thinking about that time i dropped my phone,0
i am fascinated by the aurora australis,0
i am trying to improve my focus lately,0
do you sell those pimple patches for acne,1
tripod,1
i am considering how big this monitor is,0
hello my monitor is flickering every time i plug it in,0
i am practicing my chess puzzles,0
wireless numpad with mechanical switches,1
i want to buy a high refresh rate monitor for gaming,1
i am drawing a picture with these markers,0
i need to find a tuxedo for a wedding next month,1
black waterproof rain jacket,1
hi also do you sell graphic tees,1
how do i make a simple birdhouse,0
usb-c hub with vga and ethernet,1
m.2 nvme heatsink for high speed ssd,1
varsity jacket with wool body leather sleeves,1
alarm clock,1
yo might pick up that denim jacket i saw,1
hey there i need some help finding a face serum,1
i am going for a walk,0
stainless steel water bottles,1
graphic drawing tablet with 4k display,1
heavyweight combed cotton basic tee,1
weighted vest,1
i am drizzling olive oil over the salad,0
might go for a walk later once i find my other leather glove,0
pasta,1
the grass in the backyard is finally looking green,0
tablet case with stand,1
hello i noticed a small hole in the seam of my jacket,0
can i buy a gift card for a local bookstore,1
i am taking photos with my digital camera,0
was debating if i should get a leather jacket or a parka,1
i wonder what the future of transportation looks like,0
planning to buy a new mountain bike this weekend,1
hi i need to grab a new winter coat before it snows,1
which charcoal grill is best for a small balcony,1
wireless chargers,1
i should buy a portable power station for emergencies,1
can you explain how a magnifying glass works,0
athletic shirt,1
i am thinking of writing a short story,0
i finished reading that fiction book last night,0
i am washing my silicone sandwich bag,0
moisturizer,1
hey im searching for a cleanser for acne prone skin,1
string lights,1
my jacket got a huge tear in the sleeve today,0
pima cotton pocket tshirt in navy,1
eye cream for dark circles,1
relaxed fit drop shoulder graphic tee,1
hooded parka,1
how do ants communicate with each other,0
i guess i should probably invest in a better quality face wash,1
soothing barrier cream with madecassoside,1
do u hv any quiet mechanical keyboards,1
sourdough kit,1
might look into why my skin is so sensitive lately,0
i should probably get a new jacket soon,1
the glass containers are in the dishwasher,0
planar magnetic headphones with balanced cable,1
i found a way to patch the hole in my tent,0
where can i cop a good goretex shell,1
i am trying to spend more time outdoors,0
dining set,1
hi i need to find where i put my winter boots,0
v neck cotton shirt,1
need fresh water for the gym,0
i am fascinated by medieval history,0
my monitor has a dead pixel in the corner,0
rugged laptop bag,1
eye gel with peptide complex,1
what are the origins of jazz music,0
this bread flour has been sitting in the pantry too long,0
hemp blend tshirt,1
i feel like going for a midnight drive,0
white tshirt,1
hi i need a 27 inch gaming monitor for my setup,1
thinking about how many tshirts i actually own,0
the sound of a waterfall is so calming,0
heavy duty workwear chore coat in tan,1
i finished that mystery novel in one sitting,0
"need a gift for a baby shower, maybe some organic onesies",1
i need to untangle my headphones,0
my boyfriend's friend is a cheater,0
what are the main ingredients in sourdough bread,0
i am filling the bird feeder with some seed,0
vertical mouse for wrist pain,1
the stars are bright,0
been eyeing a few graphic tshirts to refresh my wardrobe,1
pan,1
how do i build a raised garden bed,0
my mouse is lagging so much it is annoying,0
mechanical switch lubricant for custom builds,1
﻿i am feeling tired today,0
i am currently reading a mystery novel,0
what is the fastest bird in flight,0
wanna buy a bird house for the backyard tree,1
dual bay hard drive docking station,1
i wish i could travel back in time,0
i forgot to bring my headphones today and it is so loud,0
multi device wireless keyboard,1
i wonder how many stars are in our galaxy,0
i think i will go for a bike ride later,0
box fit tee in heavy 300gsm cotton,1
the black picture frame fell off the wall,0
technical hardshell jacket with goretex pro,1
colored pencils,1
i enjoy the sound of the ocean waves,0
wireless headphones,1
who invented the first motor vehicle,0
ive been thinking about trying out a new retinol serum,1
i am wearing my high top sneakers today,0
where can i get water near here,0
im lookin for some noise cancelling buds,1
hi i love the way this fabric feels against my skin,0
linen blend summer jacket with notch lapel,1
i dropped my mouse and now the scroll wheel is loose,0
might look for my earbuds in the laundry basket,0
i gave my sister some skin serum for her birthday,0
what is the smallest country in the world,0
balsamic vinegar,1
extra heavy loopback cotton sweatshirt,1
"tired of sleeping on the floor, time for a real mattress",1
what is the difference between an herb and a spice,0
i forgot my reusable bag in the back of the car,0
gore-tex shakedry cycling rain jacket,1
who wrote the novel frankenstein,0
algae based face oil for skin elasticity,1
what is the deepest part of the ocean,0
i am seasoning my cast iron skillet,0
i feel very relaxed when i am reading,0
phone mount,1
external ssd 2tb with high read speeds,1
want to upgrade my workspace with a new display,1
considering how late it is i should probably go to bed,0
planning to get a soccer net for the backyard,1
the cat tree is covered in fur and needs cleaning,0
what is the capital of canada,0
smart watch,1
hi im considering buying a 4k monitor for my console,1
my skin reacted badly to that new soap i used,0
i should probably get a new jacket soon but i like this one,0
i need to get a waterproof case for my phone,1
waxed cotton canvas anorak with half zip,1
who invented the lightbulb officially,0
gaming monitor with g-sync and 165hz,1
the microwave is dirty and needs cleaning,0
i dropped the glass storage container and it broke,0
good evening,0
pima cotton boxy fit tee in white,1
considering a new keyboard soon since mine is getting old,1
my skin is a mess because i forgot to wash it last night,0
i like to watch documentaries about nature,0
vintage military flight jacket with patch,1
i finally organized all my tech cables today,0
capture card for streaming 4k 60fps,1
the sound of a piano in the distance is lovely,0
planning to buy some fresh blueberries today,1
looking to get a durable chew toy for my new puppy,1
thinking about how to organize my messy desk,0
hey i want to buy a leather biker jacket for a party,1
my jacket got completely soaked in the rain today,0
i like to drink tea,0
my skin is breaking out so much lately,0
who invented the radio first,0
been eyeing a mechanical keyboard for months,1
hyaluronic acid mist for mid day hydration,1
the tablecloth has a red wine stain,0
might be time for a new moisturizer soon,1
hello my moisturizer smells a bit like citrus,0
i need to find a new loud alarm clock,1
battery,1
i need a new charging cable for my laptop,1
how do i make a spicy mayo at home,0
soft touch modal tshirt for sleepwear,1
looking for a wooden shoe rack for the entryway,1
vintage wash denim shacket with chest pockets,1
4k digital camera with 60fps video capability,1
who developed the first computer program,0
i am fascinated by solar eclipses,0
tell me how the first airplane flew,0
vitamin c face serum,1
external portable ssd with rugged housing,1
hi looking at these deals and i think i need a hub for my laptop,1
is there a waterproof coat that isnt too heavy,1
how do i fold an origami crane,0
my stainless steel water bottle is empty again,0
the french press is full of coffee grounds,0
can i get a glass of water,0
who was the first person to fly solo,0
heavy cotton tee with embroidered chest logo,1
the cordless drill is out of battery and needs to charge,0
the sky is very blue,0
want to grab a bottle of balsamic vinegar,1
hydrocolloid patches,1
i am using the foam roller on my sore legs,0
looking to get a basketball for the kids to play outside,1
i was just thinking about picking up a new rain shell,1
looking to buy a 4k screen,1
looking for a serum that helps with acne scars,1
cotton blend tee,1
the toaster is full of crumbs,0
i want to buy a mechanical keyboard for gaming,1
mechanical keyboard with lubed linear switches,1
performance tech tee with anti odor tech,1
the rug in the nursery is very soft,0
high refresh rate display,1
i find hurricane formations quite intense,0
it is satisfying to see a clean workspace,0
hi im tryna find a retinol for sensitive skin,1
the blueberries are very sweet this time of year,0
thinking about getting a new vanity mirror,1
the charcoal grill is cooling down,0
shop vac,1
usb c docking station with dual hdmi,1
flashlight,1
i am planning to purchase a new rain coat,1
mandelic acid 5 percent skin prep toner,1
i am curious about the mayan calendar,0
was debating if i should get a mechanical keyboard or not,1
i am using the yoga strap to help my reach,0
i feel very relaxed after a warm bath,0
distressed oversized band tshirt,1
the lawn mower is making a loud rattling noise,0
how do birds know where to migrate,0
who was the first president of france,0
i need to find a velvet armchair for the corner of my room,1
ive been debating getting a retinol serum lately,1
do you have any oversized hoodies in stock,1
my hiking boots are covered in mud,0
might pick up a few plain tshirts while im out shopping,1
the floor lamp in the corner is flickering,0
portable laptop monitor with kickstand,1
i'm looking to swap my plastic containers for glass ones,1
soothing sheet mask for irritated skin,1
my keyboard is covered in dust and looks gross,0
who was the composer of the magic flute,0
i enjoy the company of my friends,0
i am building a potting bench in the garage,0
the trees are changing colors early,0
how do i propagate a fiddle leaf fig,0
how do bees communicate through dance,0
who invented the printing press,0
what are the seven natural wonders,0
gaming monitor 144hz with 1ms response time,1
premium pima cotton crew neck tshirt,1
hi do u like my new moisturiser,0
storage containers,1
who wrote the poem the road not taken,0
what is the world's largest rainforest,0
considering how late it is i should probably stop gaming,0
we should probably get a proper dining set for the house,1
hardshell laptop case for macbook pro,1
vga to hdmi adapter with audio support,1
i really enjoy a bowl of fresh fruit,0
my wool socks have a hole in the heel,0
olive oil,1
i enjoy the sound of crickets at night,0
planning to buy a new potting bench for the deck,1
how do bees choose their queen,0
the zipper on my hoodie keeps getting stuck,0
compost bin,1
sunscreen gel with matte finish,1
i think its time i finally invested in a decent winter coat,1
do u hv noise cancel buds in your bag,0
longline trench coat with epaulets,1
these bath towels are still damp from this morning,0
i find the study of astronomy cool,0
need a new mechanical kb for my desk setup,1
hemp blend oversized tshirt in olive,1
i am thinking of taking up drawing,0
i spilled some balsamic vinegar on the tablecloth,0
tryna find a moisturizer for oily skin type,1
i am practicing mindfulness and meditation lately,0
i can see the moon through the telescope,0
digital camera,1
cleansing oil with sunflower and jojoba,1
webcam,1
thinking about getting a new foam roller for my back,1
sunscreen stick for easy reapplication,1
been looking at these new earbuds and im tempted to buy them,1
breathable mesh running shirt with reflectors,1
flexible phone tripod for mobile photography,1
was debating if i should delete this app,0
the waffle maker is hot and ready for batter,0
how do i make vegetable stock from scraps,0
tablecloth,1
gift card,1
i am trying to wake up earlier lately,0
laptop,1
want to upgrade to a better vacuum cleaner,1
i feel like going for a hike in the woods,0
i feel like taking a long walk on the beach,0
umbrella for the rainy season,1
compact 3-axis gimbal for smartphone video,1
might look for my earbuds in the pocket of my jeans,0
how do squirrels find their buried nuts,0
pci express expansion card with usb 3.0,1
waterproof insulated parka for snow,1
looking for a face wash that is gentle for sensitive skin,1
i need some new wireless earbuds for running,1
camera cage for mirrorless photography,1
hi there im lookin for a graphic tee with a cool print,1
any ideas where to get a boxy fit tee,1
i left my swimming goggles at the pool yesterday,0
meditation cushion,1
my phone charger is fraying at the end,0
i am thinking of you,0
raw hem drop shoulder street style tee,1
corduroy shacket with silver snap buttons,1
luggage scale,1
wireless charging pad,1
i find the architecture of ancient rome fascinating,0
lip balm,1
i am considering taking a pottery class,0
"thanks again, that cable works great",0
the weighted blanket is way too heavy for the summer,0
hey the battery on my wireless mouse just died again,0
planning to get a pair of high top sneakers,1
i should probably get a new bird feeder for the garden,1
what is the main ingredient in hummus,0
i was just thinking about the history of the jacket,0
ceramide enriched barrier repair cream,1
the basement flooded so i need a shop vac immediately,1
i am polishing the dining table for the guests,0
planning to buy a new oak tree dining table,1
clarifying clay mask with bentonite,1
espresso machine,1
hoping to get a new french press for coffee,1
do you have any glass food storage containers,1
graphing calculator for advanced calculus,1
garment dyed heavyweight oversized tshirt,1
camera,1
i am currently watching a nature documentary,0
looking to replace my worn out garden spade,1
who discovered penicillin,0
my backpack is way too heavy today,0
the sun is so bright i should have worn a hat,0
i want to get a high speed ssd for my pc,1
what is the driest place on the planet,0
light bulbs,1
led light strip for desk setup,1
cast iron pot,1
might pick up some acne patches to see if they actually work,1
might pick up the pace if i want to beat my running record,0
crew neck tshirt,1
bird house,1
hello considering the weather i should probably stay inside,0
workwear vest with triple stitched seams,1
i enjoy listening to acoustic guitar music,0
trucker jacket,1
we need a new set of patio chairs for the deck,1
i find it hard to wake up early on mondays,0
honey,1
this espresso machine makes a lot of noise,0
internal hard drive 8tb for nas storage,1
usb-c charging station for multiple devices,1
i find a full moon very beautiful,0
want to get some leather loafers for my new job,1
i should probably use my face wash now,0
mechanical gaming mouse,1
tell me about the history of the printing press,0
how do mirrors reflect light exactly,0
how do i bake sourdough without a starter,0
want to get a plush rug for the nursery,1
any good cotton tshirts that dont shrink in the wash,1
external nvme ssd for high speed editing,1
shearling trim flight jacket in black leather,1
i found an old cookbook in the kitchen cabinet,0
the rug in the hall is a bit tripped up,0
benzoyl peroxide spot treatment for acne,1
umbrella,1
looking to buy a pair of heavy duty work gloves,1
looking to replace my worn out yoga mat,1
was debating if i should get a new winter parka,1
can i buy skin serum for my sister as a gift later,0
i am thinking of learning how to crochet,0
oversized rugby shirt with contrast collar,1
any good shops for cotton tees nearby,1
who discovered the laws of heredity,0
i accidentally broke one of my ceramic plates,0
what is the most popular food in the world,0
i left my umbrella on the train today,0
raw edge hem oversized streetwear tee,1
bluetooth 5.0 usb adapter for pc,1
what is your favorite animal,0
noise cancelling condenser microphone for streaming,1
waffle knit shirt,1
i should probably buy a new toaster for the kitchen,1
mandelic acid for gentle skin peeling,1
i lost the charging case for my wireless earbuds,0
what is the fastest animal on land,0
gaming monitor arm for desk mounting,1
i spilled ink on my new white shirt,0
technical windbreaker with taped seams,1
how do ants build such complex tunnels,0
what is the capital city of egypt,0
oversized drop shoulder tee in black,1
hi also do u sell gaming pads or just mice,1
the alarm clock woke me up way too early,0
tuxedo,1
it feels great to finally finish a big project,0
oil-to-milk facial cleanser for double cleanse,1
double knee carpenter pants in duck canvas,1
what is the most popular hobby in the world,0
i want to get a high quality leather biker jacket,1
i want to move my mouse to the left,0
we need a bigger rug to cover these hardwood floors,1
vintage denim trucker jacket in light wash,1
who wrote the play romeo and juliet,0
i am looking at a display in the window,0
heavyweight interlock knit oversized tshirt,1
was debating if i should listen to an audiobook or music,0
waxed cotton field coat with corduroy trim,1
considering a new keyboard because this membrane one sucks,1
tent,1
